CG	n_tissue
cg26582789	36
cg07971493	7
cg13759356	1
cg16399859	11
cg01162841	41
cg07647518	1
cg11637006	1
cg18811601	5
cg07434817	1
cg24774956	15
cg16561743	9
cg24352317	3
cg10265387	5
cg04183498	1
cg14161977	4
cg11466638	9
cg19731655	1
cg06016684	7
cg08575950	1
cg18418138	34
cg22264584	2
cg19000389	6
cg14937106	2
cg18389510	16
cg03717198	1
cg11653314	2
cg16796150	1
cg11471507	21
cg00953793	5
cg03946442	3
cg05747459	6
cg21694843	28
cg05444994	2
cg13616735	3
cg00878023	1
cg09252204	5
cg26955881	2
cg23709290	4
cg02586883	1
cg23617392	10
cg13859943	5
cg25888700	1
cg15383633	3
cg01640808	3
cg14232291	2
cg21655480	1
cg10789170	116
cg24805886	3
cg04489366	14
cg19992190	3
cg01991530	4
cg05184682	1
cg07826058	2
cg27465531	1
cg04647094	6
cg21195120	8
cg27443052	6
cg01662650	1
cg21759095	1
cg02417823	1
cg02496423	2
cg07858069	1
cg18624866	8
cg01445307	2
cg23161359	61
cg15325759	12
cg25437005	8
cg27592862	18
cg10906663	3
cg20664034	38
cg05087624	1
cg02939216	37
cg01909378	48
cg10841064	1
cg14020146	35
cg08264725	2
cg27124742	2
cg22052586	2
cg14138275	2
cg05553756	2
cg14541448	8
cg10674704	2
cg08842373	15
cg10511972	3
cg21657265	1
cg06619487	2
cg18005219	1
cg26912861	59
ch.X.23343928R	2
cg03716231	2
cg08248532	1
cg23663092	1
cg17396400	1
cg13984511	1
cg10293293	3
cg08683562	4
cg04924696	1
cg00627024	1
cg11016745	1
cg21567017	3
cg17797857	3
cg12275687	14
cg00977690	4
cg13653808	1
cg03159836	1
cg17546454	14
cg04032503	6
cg02180347	1
cg17542176	1
cg02539591	1
cg18414950	1
cg03887682	48
cg22731373	5
cg17627526	1
cg00550141	8
cg21021766	15
cg06157561	10
cg02031392	67
cg17511128	19
cg14520892	2
cg03266942	1
cg04681171	10
cg14001161	15
cg24856797	15
cg26499561	1
cg26352143	1
cg13326840	6
cg02938958	1
cg22846914	1
cg14831665	10
cg18757172	2
cg10709771	1
cg16890879	3
cg17036062	5
cg16611264	1
cg20457259	2
cg11115577	5
cg14110884	7
cg00148031	2
cg11158236	4
cg02082650	17
cg04118889	3
cg03450733	6
cg19011478	4
cg11863130	1
cg15854666	3
cg08209743	5
cg25053900	4
cg07395961	47
cg14355748	6
cg08351598	1
cg23516342	11
cg01373750	3
cg26257771	2
cg18418803	1
cg01627510	17
cg23117386	5
cg06927864	1
cg23329028	44
cg26791231	8
cg18230558	8
cg20350671	21
cg19229422	6
cg14538620	4
cg01137368	97
cg11516680	4
cg19345896	84
cg11276914	15
cg09764658	3
cg24462545	1
cg13201322	1
cg13538156	91
cg04685060	2
cg10941721	2
cg10291990	3
cg05137263	5
cg15888279	1
cg08415785	18
cg09158774	1
cg02725485	46
cg05802072	67
cg26368752	1
cg13442104	1
cg20372745	1
cg02058632	2
cg16582649	1
cg04515986	3
cg00661180	2
cg09192059	2
cg22069989	1
cg03252296	5
cg12115759	4
cg25857333	5
cg01112930	10
cg15814001	21
cg01542035	43
cg25999375	5
cg16116006	8
cg20522855	25
cg01377936	10
cg12427017	42
cg19056008	1
cg04594276	28
cg26106058	49
cg18019621	1
cg06042574	49
cg21190253	25
cg21836062	3
cg05039054	15
cg04843340	3
cg18435505	32
cg00750740	14
cg05899258	6
cg23238851	1
cg11238952	2
cg27424407	2
cg05078775	2
cg21290885	7
cg03842291	1
cg27329995	3
cg21265341	5
cg18077778	1
cg00117663	8
cg23247524	36
cg03851490	8
cg23549021	4
cg26071410	1
cg04790148	2
cg03176466	2
cg06876079	2
cg01645836	39
cg26011743	2
cg03671371	1
cg04528545	1
cg00205905	6
cg26967211	1
cg01119763	3
cg10902968	1
cg22825635	5
cg14587850	27
cg04629827	87
cg07489003	1
cg01760227	1
cg15235844	102
cg12526869	10
cg05370638	1
cg24090346	1
cg20119635	2
cg01109012	96
cg06939792	2
cg25594826	5
cg07076318	4
cg26296266	12
cg16998810	1
cg05378963	9
cg18016783	1
cg00409480	1
cg13780945	8
cg19532714	1
cg03191359	4
cg04243127	7
cg02726808	2
cg12497728	3
cg23140159	31
cg04345928	1
cg20450764	2
cg21516819	1
cg24088023	2
cg02117996	1
cg03706022	5
cg13218284	1
cg08327960	1
cg08774483	1
cg03810479	1
cg21805136	40
cg21305756	94
cg02603022	5
cg13524554	9
cg01364253	2
cg19045293	1
cg06008640	1
cg04823894	1
cg11802925	1
cg19591080	1
cg08633697	2
cg12409683	2
cg04071770	3
cg18610223	2
cg00206414	1
cg15887754	2
cg01522249	5
cg05721877	14
cg08777147	3
cg21180513	2
cg15042310	2
cg00473051	2
cg07099245	1
cg04413754	1
cg10008347	1
cg03662494	20
cg11620557	15
cg18973991	1
cg02433927	2
cg05946161	6
cg23851088	4
cg06548617	4
cg00615738	12
cg24208785	1
cg26748472	15
cg16153146	1
cg01340520	6
cg01110765	5
cg05066631	51
cg10169869	6
cg00016934	3
cg24932289	4
cg01490258	1
cg12775788	1
cg05026884	3
cg16802801	3
cg06538334	3
cg27401562	4
cg23554686	2
cg18679504	33
cg11014998	4
cg17296858	1
cg01824095	15
cg16371488	1
cg18364820	1
cg15322570	1
cg16776114	1
cg20839655	2
cg24655427	1
cg00771185	3
cg00573298	1
cg04677508	1
cg10622102	1
cg06806679	7
cg01302641	1
cg05967389	4
cg21761699	5
cg00484111	1
cg13087041	1
cg18266853	4
cg18776609	48
cg17345128	1
cg02892589	1
cg06376940	1
cg08242820	17
cg19528439	30
cg26346636	1
cg17773502	1
cg07933790	2
cg09719466	6
cg01151305	3
cg14111789	25
cg16231355	3
cg09336260	2
cg14455991	52
cg01008082	4
cg12614178	2
cg14622782	1
cg23530509	1
ch.X.42405548R	2
cg05443523	6
cg06558952	2
cg03317455	4
cg18138788	23
cg11390960	1
cg06794323	3
cg25737241	2
cg26000542	1
cg09599027	1
cg11614809	2
cg07481063	1
cg13996510	1
cg14084176	2
cg04565250	1
cg18511445	1
cg13721204	152
cg05839786	45
cg25551840	1
cg20784188	6
cg00751785	1
cg00037117	68
cg17824914	1
cg12059303	2
cg08758558	1
cg17196716	3
cg15029285	1
cg22010317	2
cg20950296	1
cg10320265	3
cg03361581	8
cg19748438	1
cg14260918	1
cg06259852	10
cg21137943	1
cg07180360	11
cg17475505	1
cg25441577	1
cg08874821	1
cg01773478	2
cg00191052	5
cg09340741	3
cg04872051	3
cg12373280	2
cg01999076	1
cg27513289	1
cg17246697	38
cg22522913	2
cg14091713	4
cg24511534	3
cg00347850	4
cg00433220	2
cg17973147	13
cg18812977	1
cg03139204	2
cg07654896	3
cg06137651	1
cg09134165	2
cg02165720	1
cg13815872	1
cg01821772	4
cg22268449	3
cg17775283	8
cg26415216	7
cg09076821	82
cg14728856	21
cg24678093	1
cg17137203	17
cg04123347	1
cg22328457	4
cg14699257	7
cg23779047	1
cg17215052	9
cg11538407	1
cg14388993	1
cg22713892	1
cg04575501	4
cg24084633	146
cg02799972	2
cg11696874	1
cg27153798	1
cg00406460	7
cg25153755	1
cg22845087	1
cg02896361	8
cg18009325	6
cg04791822	17
cg11021247	25
cg13532885	1
cg06783548	2
cg01798375	5
cg24376810	1
cg00636562	1
cg15342308	2
cg19583388	4
cg21290550	1
cg23390865	1
cg14295009	1
cg20098118	4
cg20687573	5
cg08882363	1
cg20592837	3
cg06804788	1
cg00965330	1
cg09628099	2
cg17340957	4
cg26150490	1
cg12932046	1
cg07997942	1
cg09863225	3
cg02151779	12
cg17590101	1
cg03021892	1
cg06852103	3
cg07682072	3
cg21517121	2
cg12217778	3
cg08785133	4
cg02725692	1
cg15771597	1
cg00011200	1
cg08496601	4
cg01873087	3
cg20731167	28
cg12251508	1
cg06027835	4
cg00014152	1
cg21910711	38
cg10237576	1
cg25053301	2
cg27086638	3
cg07810091	3
cg27147258	1
cg17961384	1
cg00078867	1
cg23174160	1
cg23875045	4
cg11038686	1
cg12901451	3
cg22543648	7
cg04287686	37
cg00536175	5
cg02007259	5
cg07153944	7
cg24616736	1
cg12510923	51
cg10783042	3
cg13192155	2
cg00723997	3
cg16068924	1
cg09513996	1
cg11460496	1
cg04492048	1
cg14266196	4
cg12449183	3
cg09515442	4
cg10970028	68
cg21798601	4
cg07526675	25
cg13115455	4
cg05392989	1
cg07388258	1
cg19840133	1
cg04771154	3
cg09909221	5
cg12419383	9
cg07734869	5
cg19922518	7
cg14332086	2
cg27403913	1
cg11857742	4
cg08065501	1
cg26815962	1
cg17775518	7
cg23709838	1
cg01488378	1
cg05290899	1
cg12888005	1
cg00258480	3
cg00646659	14
cg18653991	3
cg04930858	1
cg10098570	1
cg13574945	1
cg02573613	1
cg14006678	1
cg08318837	1
cg06526829	1
cg04703500	1
cg13443410	1
cg03964424	20
cg04329736	1
cg17217369	20
cg27033183	16
cg14342672	9
cg17062249	18
cg19227561	34
cg21912308	3
cg16250105	1
cg25205946	6
cg19238394	2
cg14964387	1
cg01098871	1
cg07240096	1
cg00216997	1
cg11897377	1
cg12644927	1
cg10055097	1
cg10710494	1
cg04012614	11
cg23431897	1
cg17878135	5
cg07210835	1
cg10542519	6
cg02079156	1
cg23194346	1
cg11165479	2
cg09227616	1
cg05740959	5
cg17395800	2
cg00524424	27
cg02179438	3
cg08104711	2
cg17503853	2
cg09300348	42
cg01564333	32
cg04920616	1
cg02156782	1
cg12704708	1
cg14051366	5
cg02882301	3
cg05859577	13
cg21262652	1
cg12032246	5
cg00148587	18
cg01855997	2
cg16810342	4
cg23213481	1
cg04341767	3
cg07069575	3
cg01843978	9
cg08207582	3
cg00812293	33
cg05833518	13
cg11590714	7
cg01760027	7
cg19223616	1
cg25877387	2
cg23407565	2
cg11113650	47
cg05922253	2
cg07834773	1
cg10063227	3
cg06238055	2
cg09418035	5
cg14107346	5
cg25547772	1
cg08470131	1
cg13572003	1
cg02120013	4
cg06172119	2
cg03278754	1
cg12841929	5
cg18110168	2
cg03683587	4
cg05152874	1
cg12642693	1
cg01522335	4
cg27504079	3
cg26839325	2
cg02975846	1
cg26469991	1
cg20546893	2
cg03598919	1
cg10361547	42
cg25934633	30
cg15837118	6
cg05414241	4
cg22601215	1
cg26909705	2
cg12967624	5
cg23165983	26
cg25634978	4
cg01195014	3
cg27525527	2
cg06053110	4
cg13187778	2
cg27548075	1
cg03742148	6
cg25206760	8
cg08697944	2
cg00839869	3
cg02054710	4
cg25831281	2
cg19538335	3
cg21329548	3
cg24232677	2
cg19110434	3
cg02392508	5
cg01731542	1
cg04205692	1
cg22987181	12
cg00688681	2
cg15169914	59
cg17482649	81
cg22170936	9
cg11717930	4
cg09119244	5
cg11190637	11
cg01809408	1
cg11555315	1
cg17478031	5
cg08626646	2
cg21284493	1
cg00698744	1
cg00227584	4
cg25603752	5
cg24985300	9
cg13983639	1
cg00822998	17
cg10779454	3
cg15522989	3
cg21323815	1
cg13367883	1
cg11449070	1
cg21156383	1
cg26323797	1
cg22207322	3
cg03823149	1
cg16428596	3
cg13041595	2
cg18166152	1
ch.X.881064F	28
cg07150680	3
cg08796898	3
cg04031645	2
cg23771329	1
cg20878864	1
cg17853057	1
cg12472203	1
cg02014085	2
cg03334316	1
cg26428339	1
cg04944936	1
cg00895705	2
cg04820593	3
cg25052176	1
cg08510401	2
cg21290775	1
cg17914143	1
cg05425577	5
cg20372775	9
cg11609760	5
cg22471695	1
cg07525100	36
cg20973408	4
cg12620265	1
cg26822601	1
cg05260852	2
cg06514587	2
cg15521097	2
cg01996909	2
cg22460148	74
cg21159768	12
cg06614969	2
cg17473615	1
cg06232789	2
cg23834117	1
cg07767690	1
cg09208571	158
cg23090195	12
cg24678243	67
cg26335568	8
cg06341336	1
cg13011976	2
cg20228978	2
cg25268642	4
cg14994327	3
cg25766534	18
cg23898859	4
cg21760862	1
cg13837202	3
cg24835233	7
cg18124907	1
cg07055143	5
cg04029630	1
cg22574818	38
cg01704778	4
cg16126759	1
cg05143403	1
cg12900739	1
cg03723123	1
cg10869271	1
cg14210943	1
cg06406538	1
cg05633597	2
cg22829182	3
cg05559795	4
cg06457357	1
cg14824933	18
cg23993375	7
cg02492740	2
cg01780361	1
ch.X.57019131F	2
cg11871337	3
cg13312942	1
cg08113756	1
cg03828160	2
cg24711306	1
cg09084933	1
cg12074688	7
cg00245012	1
cg20590161	1
cg20818151	3
cg00577623	4
cg24826745	11
cg07368951	1
cg18758619	1
cg25989738	16
cg16956903	2
cg05375065	3
cg10576274	1
cg00242233	1
cg11291009	1
cg03204600	3
cg01460974	1
cg04027940	12
cg23898213	11
cg10794473	1
cg03730082	1
cg11107468	2
cg05687312	11
cg23119380	1
cg15693668	4
cg07137581	3
cg25456959	1
cg12312457	2
cg16718054	1
cg14247154	1
cg05462236	1
cg02904064	1
cg27326620	2
cg23926715	1
cg06392956	5
cg24978383	1
cg04853367	1
cg09192294	1
cg17624691	1
cg25927711	8
cg20843025	29
cg13822691	7
cg24923543	5
cg12548693	3
cg02811156	7
cg15166523	6
cg11662345	1
cg16730652	3
cg10153260	1
cg26328611	5
cg19493242	1
cg25686125	22
cg20878850	3
cg09277772	1
cg04886514	1
cg18156601	1
cg17964359	3
cg05019001	1
cg20265337	5
cg01218690	6
cg26498015	7
cg02625237	62
cg13202398	1
cg22821597	38
cg20114929	1
cg14828865	1
cg01003197	5
cg25790081	1
cg14986420	10
cg17203703	1
cg06522219	2
cg19247520	7
cg13143866	3
cg25630838	1
cg08195538	1
cg15694789	40
cg11165443	1
cg22739440	2
cg14220025	1
cg04932755	2
cg21544051	1
cg24780240	13
cg05121989	2
cg12753358	1
cg04368919	1
cg01634761	1
cg00823357	6
cg15895359	1
cg24139739	2
cg15977272	1
cg10950297	2
cg11764747	15
cg22355031	30
cg19412336	49
cg11157838	1
cg26924177	1
cg02268650	2
cg18043690	1
cg23985370	3
cg01288367	1
cg14430524	1
cg19502843	79
cg24187351	1
cg06168286	1
cg06967228	1
cg16970748	2
cg07462256	1
cg27329507	1
cg12726278	2
cg12447182	1
cg21634944	2
cg19210487	2
cg26617508	2
cg20780119	1
cg20540913	1
cg02714492	8
cg17227030	3
cg25880538	8
cg27053580	1
cg18512357	6
cg05472237	16
cg04856605	1
cg19629755	1
cg14871604	2
cg09510036	44
cg25791017	1
cg26964112	10
cg26545968	5
cg24000816	1
cg01000789	1
cg05109619	1
cg17740541	1
cg18030003	3
cg17206029	5
cg00213957	3
cg13622893	1
cg10986455	4
cg09764075	1
cg01043588	8
cg09307104	3
cg00420717	1
cg02879223	2
cg01600123	1
cg11424273	1
cg02752267	3
cg13677598	1
cg21648914	22
cg06786167	2
cg08625693	4
cg01864032	1
cg23708288	3
cg13781574	5
cg13783167	47
cg15563580	7
cg16642894	12
cg18633002	1
cg11024449	4
cg00348113	1
cg03604519	8
cg02053896	1
cg08757574	1
cg21175761	3
cg14892037	4
cg15570803	1
cg15454483	1
cg23726559	2
cg26545730	1
cg21808055	1
cg24522076	1
cg21166191	1
cg14331226	8
cg24389412	2
cg17737014	54
cg17388653	1
cg23735003	13
cg15201909	2
cg04768312	2
cg26306815	32
cg07673466	1
cg07592828	4
cg02471578	14
cg02345317	5
cg15339180	3
cg01008919	12
cg16116845	3
cg01327767	4
cg11332786	1
cg25704253	1
cg04886769	5
cg25549758	3
cg15626629	2
cg03213202	3
cg02214597	1
cg04867253	24
cg21201934	3
cg25226891	1
cg16723510	8
cg22527791	8
cg07713026	11
cg26907889	1
cg12156989	6
cg10587989	2
cg21608567	7
cg19586382	1
cg12176933	1
cg00389918	16
cg14751158	6
cg06953627	5
cg05305760	1
cg17970282	5
cg12883424	1
cg05419227	1
cg08310277	8
cg14696586	49
cg11896316	23
cg10587583	3
cg09655938	1
cg14296598	1
cg21557668	2
cg13713253	1
cg06441867	1
cg25881119	1
cg01486020	1
cg24738806	9
cg16119423	2
cg01997410	1
cg05151505	45
cg12909479	4
cg01110418	7
cg17537348	10
cg21284636	1
cg21224759	1
cg15662246	1
cg13934764	2
cg01004805	1
cg16118600	7
cg09743261	6
cg08304428	2
cg17634825	12
cg06868150	3
cg20882246	1
cg10706590	2
cg07156563	1
cg14429073	6
cg18468467	1
cg14073590	2
cg02690554	2
cg03761894	1
cg11871628	1
cg19169535	2
cg24461939	1
cg12234922	1
cg04158739	12
cg22455616	3
cg17354708	1
cg18836258	9
cg16426291	2
cg20664065	1
cg20816612	1
cg20018992	3
cg16371598	10
cg15850390	1
cg13075926	27
cg04836978	1
cg12080452	4
cg26688923	2
cg09735782	1
cg19972856	2
cg16985523	1
cg15319295	1
cg05533223	1
cg17279685	7
cg09803537	2
cg05836475	3
cg01752030	1
cg01829822	15
cg01076406	23
cg26533737	2
cg04667267	8
cg03552552	1
cg09354738	1
cg23478805	1
cg19823927	15
cg04860194	9
cg19322153	1
cg03055372	2
cg06805513	1
cg03424927	1
cg17394901	10
cg21765125	7
cg01589255	1
cg05045738	10
cg23137005	22
cg01730928	12
cg21672057	3
cg16481170	4
cg02671603	4
cg11656852	17
cg09038347	13
cg23279136	1
cg11340371	1
cg16227775	2
cg01717812	1
cg27419400	6
cg21131239	2
cg20208052	25
cg00141845	3
cg02395364	3
cg01057599	1
cg04782269	1
cg01556010	1
cg07181891	2
cg14395423	16
cg23577962	1
cg19599472	8
cg11272332	1
cg05373692	20
cg01576669	4
cg14368817	9
cg08627621	11
cg14389665	1
cg10701490	1
cg20648827	1
cg05690949	2
cg00592494	57
cg06444329	6
cg00723034	1
cg23684636	4
cg12377701	2
cg01115560	66
cg04544498	3
cg25047306	18
cg08772684	4
cg15861835	13
cg26492398	38
cg26143566	157
cg00594844	1
cg03665601	1
cg10082114	6
cg12857702	23
cg03661529	1
cg08057040	14
cg26457179	4
cg23832225	1
cg25626441	2
cg24112882	56
cg00816548	3
cg10646076	36
cg18449462	1
cg21639451	1
cg17507888	4
cg24657313	1
cg18136675	4
cg01293417	24
cg00813999	1
cg27554875	1
cg25670900	7
cg25832529	2
cg19177332	1
cg12497304	37
cg10674511	25
cg15844109	4
cg23300485	71
cg25420238	1
cg01321220	4
cg17572800	2
cg00072799	16
cg10894453	1
cg13788061	4
cg19002828	2
cg20287862	1
cg14917571	9
cg12025642	16
cg03523360	1
cg03699508	1
cg00680081	1
cg10413105	3
cg02774269	65
cg02425869	17
cg16075641	4
cg07660381	5
cg06216469	2
cg09523186	1
cg02600772	26
cg23872179	2
cg19919335	4
cg05474077	1
cg01348758	1
cg21791702	1
cg20437781	1
cg09815793	2
cg20373036	2
cg23921534	1
cg11718092	3
cg20065832	1
cg18627132	5
cg14993186	1
cg25452717	2
cg26157279	2
cg11102619	1
cg26511293	1
cg08642787	1
cg13549303	7
cg19358195	3
cg06544877	11
cg14873818	1
cg16639627	2
cg03039483	1
cg19321437	1
cg15024309	9
cg08800499	48
cg01024350	5
cg12160324	10
cg12077024	5
cg03469514	2
cg02954623	1
cg05204037	1
cg04746792	1
cg17863679	2
cg23196584	25
cg13809962	2
cg22607365	7
cg02168925	64
cg19000468	1
cg25488547	7
cg08637905	1
cg16259355	4
cg15373633	1
cg27545072	27
cg03766586	2
cg07952579	6
cg16401529	4
cg17813054	46
cg19936436	3
cg07907859	1
cg02981877	1
cg00768439	1
cg24381372	3
cg05245722	1
cg26214064	12
cg13712154	7
cg01831944	2
cg02012821	1
cg26071642	15
cg13933535	46
ch.X.97651759F	2
cg03789606	2
cg03744357	5
cg26624672	8
cg26401825	5
cg05032903	1
cg19407410	1
cg15315638	3
cg19840763	1
cg00584971	1
cg10541169	1
cg15929297	12
cg16822540	19
cg04059980	3
cg19041765	2
cg18813387	2
cg02501924	1
cg06309822	5
cg05911774	7
cg10062550	7
cg02779592	4
cg24666876	88
cg21945991	1
cg17041378	39
cg01537968	1
cg07198771	7
cg23722438	1
cg18695429	1
cg03026311	2
cg20056133	1
cg02265919	1
cg12728820	1
cg03005718	1
cg11594622	19
cg27067621	1
cg01543116	2
cg19244546	6
cg08491357	1
cg16592242	4
cg00272286	1
cg06411441	2
cg02940028	1
cg11708328	52
cg18452799	9
cg24772920	6
cg16385415	6
cg01971322	25
cg13340269	1
cg06879828	1
cg14743649	8
cg21988739	1
cg21293846	16
cg27441045	1
cg15198729	1
cg13114305	1
cg16716983	1
cg00243747	8
cg08704539	1
cg11267692	1
cg16723800	12
cg14825116	2
cg00695046	2
cg21330407	35
cg06776776	27
cg19014767	4
cg09738386	1
cg22682567	1
cg19528502	1
cg15854321	2
cg05424366	3
cg01461762	1
cg16151342	2
cg21786852	8
cg21730821	2
cg20085077	1
cg07318999	2
cg04033011	5
cg18731813	2
cg20291091	1
cg27254181	3
cg08464305	2
cg09781635	2
cg26438739	1
cg22206855	1
cg14870234	4
cg27381383	2
cg00291222	112
cg19055639	1
cg02626719	1
cg17601118	35
cg08664054	2
cg26121736	37
cg11081809	2
cg05689984	2
cg26129200	1
cg26142661	22
cg01472026	6
cg26937423	4
cg14711543	1
cg09743287	2
cg01737550	2
cg01671070	9
cg04924736	3
cg04599817	4
cg01386236	1
cg23486773	3
cg19637159	19
cg05470074	2
cg03993934	3
cg03669491	13
cg00765885	2
cg03933846	4
cg15616940	1
cg22638535	25
cg17935021	1
cg03273606	1
cg14928964	1
cg03663024	17
cg03758972	15
cg25624831	2
cg04039555	1
cg18470455	4
cg20849176	19
cg01098518	3
cg25273427	43
cg02999370	3
cg10013491	1
cg07392722	12
cg25945318	8
cg02992777	1
cg16821967	7
cg04227528	13
cg26332175	1
cg08586423	1
cg02275875	1
cg20980660	29
cg08458068	1
cg01804836	2
cg26016246	2
cg19474517	160
cg13640071	2
cg04069100	1
cg20367266	5
cg27464574	10
cg15211677	2
cg04167532	7
cg13486082	1
cg25198830	1
cg05782975	1
cg16678835	1
cg17979616	1
cg16733946	1
cg13176741	12
cg01600263	1
cg21417660	2
cg08757719	1
cg18232722	1
cg01466335	2
cg04483797	2
cg03327000	4
cg26785999	2
cg16950696	2
cg09598844	1
cg05184076	1
cg17875227	1
cg14460470	1
cg15322420	1
cg01857704	1
cg19585278	1
ch.X.102893131F	1
cg09484077	1
cg19481052	5
cg24974356	4
cg26197836	1
cg08437035	5
cg11721498	1
cg05065576	1
cg05599348	7
cg12647861	2
cg22952287	1
cg02746718	1
cg08340885	1
cg13430745	4
cg10440516	7
cg03978312	1
cg02454309	1
cg19541913	1
cg25367647	4
cg10723245	1
cg06510592	1
cg19797013	1
cg04497165	5
cg24400478	182
cg17231418	3
cg19603571	5
cg00455738	14
cg03748429	3
cg02733659	6
cg21762935	2
cg17602500	4
cg07758529	1
cg00615010	21
cg03435878	47
cg10474871	3
cg03783575	15
cg09173743	17
cg11913917	2
cg22522299	16
cg04774951	6
cg11194545	1
cg07674139	3
cg14951132	1
cg18834878	1
cg26802917	11
cg14602622	9
cg20512370	1
cg18617708	1
cg00817885	28
cg00191903	2
cg22911167	37
cg19398192	1
cg12861974	1
cg15521289	1
cg08681413	1
cg09284266	9
cg27564716	11
cg04238548	1
cg21395967	3
cg09072865	1
cg02370478	9
cg10673213	3
cg00276426	26
cg16049598	1
cg11865600	19
cg21155787	35
cg01984250	10
cg21863326	19
cg16158407	2
cg05192472	1
cg26555756	3
cg17337467	3
cg06350796	5
cg07792400	2
cg02285579	1
cg00735883	1
cg03024957	1
cg06468442	3
cg11450947	4
cg05829338	34
cg09025943	107
cg16868497	64
cg09407693	3
cg20767433	1
cg15380945	1
cg27311392	5
cg02991082	7
cg24142775	2
cg21902627	2
cg21456313	3
cg00150363	77
cg02061213	1
cg20514061	11
cg19771541	3
cg00877056	1
cg04302300	2
cg20493887	2
cg21773079	1
cg21364342	6
cg05280762	46
cg22143562	1
cg19924862	1
cg24512517	2
cg22917680	2
cg05471258	104
cg11552293	6
cg11678767	3
cg23689357	23
cg13113011	1
cg04793532	27
cg09122412	1
cg19922860	8
cg09099637	24
cg26001150	1
cg24754154	9
cg05893072	6
cg06443888	2
cg12031078	91
cg09703824	1
cg01980778	6
cg08416046	2
cg00538420	4
cg17700139	13
cg26773183	9
cg00614938	16
cg07483970	1
cg11703139	7
cg24139895	1
cg06720669	1
cg01992935	1
cg18145088	2
cg09091181	1
cg08855111	1
cg26119746	1
cg05441864	1
cg20774140	1
cg21209948	1
cg20589243	1
cg23881693	2
cg16641190	2
cg13539181	4
cg09655497	4
cg23091104	1
cg04926827	1
cg15840253	2
cg17833022	22
cg12576145	2
cg00402910	3
cg05782651	3
cg00279797	1
cg13664798	6
cg19846758	1
cg17839368	1
cg04221167	1
cg27621747	8
cg20471612	15
cg23644934	2
cg21906379	4
cg19053358	2
cg19754833	2
cg09895223	4
cg19777864	5
cg00619443	3
cg23245147	6
cg25903474	2
cg08323957	18
cg03248529	3
cg06455967	1
cg18480129	1
cg01052065	1
cg04399994	2
cg13273653	2
cg26511551	1
cg18510064	1
cg22363893	5
cg16355818	13
cg07187723	3
cg13145750	79
cg17582679	10
cg24149658	2
cg19688503	5
cg00785877	1
cg01307615	10
cg01173508	2
cg23873430	10
cg11031647	25
cg13936874	1
cg20585410	42
cg03887211	4
cg25834869	1
cg24852779	1
cg11152528	1
cg14233872	1
cg26046121	8
cg03895284	1
cg27044570	2
cg22799132	2
cg00735885	3
cg02600622	1
cg23245497	23
cg00874863	14
cg05288740	7
cg10028049	3
cg24690818	5
cg18389752	1
cg06848990	4
cg15670241	1
cg17380767	4
ch.X.112138872R	1
ch.X.112526203R	20
cg00644637	1
cg11306781	1
cg05124235	11
cg17529435	1
cg12950441	1
cg09687738	1
cg01813224	1
cg21402738	1
cg18817485	17
cg25885716	4
cg09418568	41
cg04103377	4
cg05459616	47
cg24489774	83
cg08096166	11
cg18139692	3
cg00488364	1
cg15604347	15
cg25987804	22
cg19355555	1
cg21626493	1
cg01058688	1
cg05052271	20
cg11824101	30
cg18134562	1
cg16221059	1
cg16524492	4
cg10800483	6
cg26175661	21
cg14148265	10
cg11616384	2
cg06308972	2
cg06870560	1
cg21142075	2
cg24751886	1
cg17403974	41
cg08975046	3
cg15659974	1
cg16857852	3
cg10990357	1
cg01916066	31
cg26051590	29
cg12477608	26
cg03910337	1
cg04029664	2
cg17035182	1
cg05478253	33
cg14214586	1
cg02456261	4
cg13674559	1
cg27557909	17
cg27062326	2
cg17547524	1
cg00112256	1
cg00108737	6
cg05240083	3
cg18785414	1
cg12145026	1
cg08750061	1
cg11320810	1
cg25968748	4
cg00018261	2
cg16116118	1
cg11871549	1
cg06442844	41
cg10776372	1
cg13751216	1
cg02068976	108
cg26756979	1
cg00788815	1
cg19092293	3
cg08850124	13
cg17878899	1
cg06761424	1
cg08168768	2
cg22474754	5
cg04290452	1
cg23892645	1
cg15715844	7
cg07876586	2
cg16594779	3
cg06372522	1
cg08814148	1
cg26375010	3
cg21608016	26
cg07409400	60
cg02185190	3
cg16097380	2
cg01768144	27
cg15798883	3
cg13766816	1
cg04310247	1
cg17398485	1
cg24263233	1
cg08591489	3
cg00935924	1
cg08587717	3
cg16899229	1
cg04162504	4
cg14254545	2
cg08266027	3
cg13663390	1
cg22617367	1
cg19822434	1
cg17385225	8
cg06039729	1
cg08848711	1
cg08119631	16
cg16967668	1
cg07449205	8
cg09581098	2
cg20844861	2
cg27296089	1
cg19860695	1
cg02341380	17
cg13217333	1
cg27248583	2
cg01342901	1
cg04529406	9
cg08089354	15
cg15050093	1
cg04184316	1
cg08994891	18
cg00179446	2
cg12527112	1
cg22645859	1
cg15681351	16
cg23554546	2
cg26510526	1
cg24468804	8
cg00869298	6
cg18122289	1
cg07863318	1
cg23180270	10
cg26506555	12
cg15225044	1
cg15771339	1
cg19770547	8
cg03122511	1
cg22643918	39
cg25908030	5
cg05321038	9
cg04392209	4
cg10706039	3
cg22658957	4
cg12814550	2
cg09119688	5
cg26822438	1
cg17527404	3
