ID	gene name	aliases	pubmed count
124903665	LOC124903665	-	0
124903666	LOC124903666	-	0
124903667	LOC124903667	-	0
124903668	LOC124903668	-	0
124903669	LOC124903669	-	0
124903670	LOC124903670	-	0
124903671	LOC124903671	-	0
124903672	LOC124903672	-	0
124903673	LOC124903673	-	0
124903674	LOC124903674	-	0
124903675	LOC124903675	-	0
124903676	LOC124903676	-	0
124903677	LOC124903677	-	0
124903678	LOC124903678	-	0
124903679	LOC124903679	-	0
124903680	LOC124903680	-	0
124903681	LOC124903681	-	0
124903683	LOC124903683	-	0
124903684	LOC124903684	-	0
124903685	LOC124903685	-	0
124903686	LOC124903686	-	0
124903687	LOC124903687	-	0
124903688	LOC124903688	-	0
124903689	LOC124903689	-	0
124903690	LOC124903690	-	0
124903691	LOC124903691	-	0
124903692	LOC124903692	-	0
124903693	LOC124903693	-	0
124903694	LOC124903694	-	0
124903695	LOC124903695	-	0
124903696	LOC124903696	-	0
124903697	LOC124903697	-	0
124903698	LOC124903698	-	0
124903699	LOC124903699	-	0
124903700	LOC124903700	-	0
124903701	LOC124903701	-	0
124903702	LOC124903702	-	0
124903703	LOC124903703	-	0
124903704	LOC124903704	-	0
124903705	LOC124903705	-	0
124903706	LOC124903706	-	0
124903707	LOC124903707	-	0
124903708	LOC124903708	-	0
124903709	LOC124903709	-	0
124903710	LOC124903710	-	0
124903711	LOC124903711	-	0
124903712	LOC124903712	-	0
124903713	LOC124903713	-	0
124903714	LOC124903714	-	0
124903715	LOC124903715	-	0
124903716	LOC124903716	-	0
124903717	LOC124903717	-	0
124903718	LOC124903718	-	0
124903719	LOC124903719	-	0
124903720	LOC124903720	-	0
124903721	LOC124903721	-	0
124903722	LOC124903722	-	0
124903723	LOC124903723	-	0
124903724	LOC124903724	-	0
124903725	LOC124903725	-	0
124903726	LOC124903726	-	0
124903727	LOC124903727	-	0
124903728	LOC124903728	-	0
124903729	LOC124903729	-	0
124903730	LOC124903730	-	0
124903731	LOC124903731	-	0
124903732	CEDORA	FEDORA	0
124903733	LOC124903733	-	0
124903734	LOC124903734	-	0
124903735	LOC124903735	-	0
124903736	LOC124903736	-	0
124903737	LOC124903737	-	0
124903738	LOC124903738	-	0
124903739	LOC124903739	-	0
124903740	LOC124903740	-	0
124903741	LOC124903741	-	0
124903742	LOC124903742	-	0
124903743	LOC124903743	-	0
124903744	LOC124903744	-	0
124903745	LOC124903745	-	0
124903746	LOC124903746	-	0
124903747	LOC124903747	-	0
124903748	LOC124903748	-	0
124903749	LOC124903749	-	0
124903750	LOC124903750	-	0
124903751	LOC124903751	-	0
124903752	LOC124903752	-	0
124903753	LOC124903753	-	0
124903754	LOC124903754	-	0
124903755	LOC124903755	-	0
124903756	LOC124903756	-	0
124903757	LOC124903757	-	0
124903758	LOC124903758	-	0
124903759	LOC124903759	-	0
124903760	LOC124903760	-	0
124903761	LOC124903761	-	0
124903762	LOC124903762	-	0
124903763	LOC124903763	-	0
124903765	LOC124903765	-	0
124903766	LOC124903766	-	0
124903767	LOC124903767	-	0
124903768	LOC124903768	-	0
124903769	LOC124903769	-	0
124903770	LOC124903770	-	0
124903771	LOC124903771	-	0
124903772	LOC124903772	-	0
124903773	LOC124903773	-	0
124903775	LOC124903775	-	0
124903776	LOC124903776	-	0
124903777	LOC124903777	-	0
124903778	LOC124903778	-	0
124903779	LOC124903779	-	0
124903780	LOC124903780	-	0
124903782	LOC124903782	-	0
124903784	LOC124903784	-	0
124903785	LOC124903785	-	0
124903786	LOC124903786	-	0
124903787	LOC124903787	-	0
124903789	LOC124903789	-	0
124903790	LOC124903790	-	0
124903791	LOC124903791	-	0
124903792	LOC124903792	-	0
124903793	LOC124903793	-	0
124903794	LOC124903794	-	0
124903795	LOC124903795	-	0
124903796	LOC124903796	-	0
124903797	LOC124903797	-	0
124903798	LOC124903798	-	0
124903799	LOC124903799	-	0
124903800	LOC124903800	-	0
124903801	LOC124903801	-	0
124903802	LOC124903802	-	0
124903803	LOC124903803	-	0
124903805	LOC124903805	-	0
124903806	LOC124903806	-	0
124903808	LOC124903808	-	0
124903813	LOC124903813	-	0
124903814	LOC124903814	-	0
124903815	LOC124903815	-	0
124903816	LOC124903816	-	0
124903817	LOC124903817	-	0
124903818	LOC124903818	-	0
124903819	LOC124903819	-	0
124903820	LOC124903820	-	0
124903821	LOC124903821	-	0
124903822	LOC124903822	-	0
124903823	LOC124903823	-	0
124903824	LOC124903824	-	0
124903825	LOC124903825	-	0
124903826	LOC124903826	-	0
124903827	LOC124903827	-	0
124903828	LOC124903828	-	0
124903829	LOC124903829	-	0
124903830	LOC124903830	-	0
124903831	LOC124903831	-	0
124903832	LOC124903832	-	0
124903833	LOC124903833	-	0
124903834	LOC124903834	-	0
124903835	LOC124903835	-	0
124903836	LOC124903836	-	0
124903837	LOC124903837	-	0
124903838	LOC124903838	-	0
124903839	LOC124903839	-	0
124903840	LOC124903840	-	0
124903841	LOC124903841	-	0
124903842	LOC124903842	-	0
124903843	LOC124903843	-	0
124903844	LOC124903844	-	0
124903845	LOC124903845	-	0
124903846	LOC124903846	-	0
124903847	LOC124903847	-	0
124903848	LOC124903848	-	0
124903849	LOC124903849	-	0
124903850	LOC124903850	-	0
124903851	LOC124903851	-	0
124903852	LOC124903852	-	0
124903853	LOC124903853	-	0
124903854	LOC124903854	-	0
124903855	LOC124903855	-	0
124903856	LOC124903856	-	0
124903857	LOC124903857	-	0
124903858	LOC124903858	-	0
124903859	LOC124903859	-	0
124903861	LOC124903861	-	0
124903862	LOC124903862	-	0
124903863	LOC124903863	-	0
124903864	LOC124903864	-	0
124903865	LOC124903865	-	0
124903866	LOC124903866	-	0
124903867	LOC124903867	-	0
124903868	LOC124903868	-	0
124903869	LOC124903869	-	0
124903870	LOC124903870	-	0
124903871	LOC124903871	-	0
124903872	LOC124903872	-	0
124903874	LOC124903874	-	0
124903875	LOC124903875	-	0
124903876	LOC124903876	-	0
124903877	LOC124903877	-	0
124903878	LOC124903878	-	0
124903879	LOC124903879	-	0
124903880	LOC124903880	-	0
124903881	LOC124903881	-	0
124903882	LOC124903882	-	0
124903883	LOC124903883	-	0
124903884	LOC124903884	-	0
124903885	LOC124903885	-	0
124903886	LOC124903886	-	0
124903887	LOC124903887	-	0
124903888	LOC124903888	-	0
124903889	LOC124903889	-	0
124903890	LOC124903890	-	0
124903891	LOC124903891	-	0
124903892	LOC124903892	-	0
124903893	LOC124903893	-	0
124903894	LOC124903894	-	0
124903895	LOC124903895	-	0
124903896	LOC124903896	-	0
124903897	LOC124903897	-	0
124903898	LOC124903898	-	0
124903899	LOC124903899	-	0
124903900	LOC124903900	-	0
124903901	LOC124903901	-	0
124903902	LOC124903902	-	0
124903903	LOC124903903	-	0
124903904	LOC124903904	-	0
124903905	LOC124903905	-	0
124903906	LOC124903906	-	0
124903907	LOC124903907	-	0
124903908	LOC124903908	-	0
124903909	LOC124903909	-	0
124903910	LOC124903910	-	0
124903911	LOC124903911	-	0
124903912	LOC124903912	-	0
124903913	LOC124903913	-	0
124903914	LOC124903914	-	0
124903915	LOC124903915	-	0
124903916	LOC124903916	-	0
124903917	LOC124903917	-	0
124903918	LOC124903918	-	0
124903919	LOC124903919	-	0
124903920	LOC124903920	-	0
124903921	LOC124903921	-	0
124903922	LOC124903922	-	0
124903923	LOC124903923	-	0
124903924	LOC124903924	-	0
124903925	LOC124903925	-	0
124903926	LOC124903926	-	0
124903927	LOC124903927	-	0
124903928	LOC124903928	-	0
124903929	LOC124903929	-	0
124903930	LOC124903930	-	0
124903931	LOC124903931	-	0
124903932	LOC124903932	-	0
124903933	LOC124903933	-	0
124903934	LOC124903934	-	0
124903935	LOC124903935	-	0
124903936	LOC124903936	-	0
124903937	LOC124903937	-	0
124903938	LOC124903938	-	0
124903939	LOC124903939	-	0
124903940	LOC124903940	-	0
124903941	LOC124903941	-	0
124903942	LOC124903942	-	0
124903943	LOC124903943	-	0
124903944	LOC124903944	-	0
124903945	LOC124903945	-	0
124903946	LOC124903946	-	0
124903947	LOC124903947	-	0
124903948	LOC124903948	-	0
124903949	LOC124903949	-	0
124903950	LOC124903950	-	0
124903951	LOC124903951	-	0
124903952	LOC124903952	-	0
124903953	LOC124903953	-	0
124903954	LOC124903954	-	0
124903955	LOC124903955	-	0
124903956	LOC124903956	-	0
124903957	LOC124903957	-	0
124903958	LOC124903958	-	0
124903959	LOC124903959	-	0
124903960	LOC124903960	-	0
124903961	LOC124903961	-	0
124903962	LOC124903962	-	0
124903963	LOC124903963	-	0
124903964	LOC124903964	-	0
124903965	LOC124903965	-	0
124903966	LOC124903966	-	0
124903967	LOC124903967	-	0
124903969	LOC124903969	-	0
124903970	LOC124903970	-	0
124903971	LOC124903971	-	0
124903972	LOC124903972	-	0
124903973	LOC124903973	-	0
124903974	LOC124903974	-	0
124903975	LOC124903975	-	0
124903976	LOC124903976	-	0
124903977	LOC124903977	-	0
124903978	LOC124903978	-	0
124903979	LOC124903979	-	0
124903980	LOC124903980	-	0
124903981	LOC124903981	-	0
124903982	LOC124903982	-	0
124903983	LOC124903983	-	0
124903984	LOC124903984	-	0
124903985	LOC124903985	-	0
124903986	LOC124903986	-	0
124903987	LOC124903987	-	0
124903989	LOC124903989	-	0
124903990	LOC124903990	-	0
124903991	LOC124903991	-	0
124903992	LOC124903992	-	0
124903993	LOC124903993	-	0
124903994	LOC124903994	-	0
124903995	LOC124903995	-	0
124903996	LOC124903996	-	0
124903997	LOC124903997	-	0
124903998	LOC124903998	-	0
124903999	LOC124903999	-	0
124904000	LOC124904000	-	0
124904001	LOC124904001	-	0
124904002	LOC124904002	-	0
124904003	LOC124904003	-	0
124904004	LOC124904004	-	0
124904005	LOC124904005	-	0
124904006	LOC124904006	-	0
124904007	LOC124904007	-	0
124904008	LOC124904008	-	0
124904009	LOC124904009	-	0
124904010	LOC124904010	-	0
124904012	LOC124904012	-	0
124904013	LOC124904013	-	0
124904014	LOC124904014	-	0
124904015	LOC124904015	-	0
124904016	LOC124904016	-	0
124904017	LOC124904017	-	0
124904018	LOC124904018	-	0
124904019	LOC124904019	-	0
124904020	LOC124904020	-	0
124904021	LOC124904021	-	0
124904022	LOC124904022	-	0
124904023	LOC124904023	-	0
124904024	LOC124904024	-	0
124904025	LOC124904025	-	0
124904026	LOC124904026	-	0
124904027	LOC124904027	-	0
124904028	LOC124904028	-	0
124904029	LOC124904029	-	0
124904030	LOC124904030	-	0
124904031	LOC124904031	-	0
124904032	LOC124904032	-	0
124904033	LOC124904033	-	0
124904034	LOC124904034	-	0
124904035	LOC124904035	-	0
124904036	LOC124904036	-	0
124904037	LOC124904037	-	0
124904038	LOC124904038	-	0
124904039	LOC124904039	-	0
124904040	LOC124904040	-	0
124904041	LOC124904041	-	0
124904042	LOC124904042	-	0
124904043	LOC124904043	-	0
124904044	LOC124904044	-	0
124904045	LOC124904045	-	0
124904046	LOC124904046	-	0
124904047	LOC124904047	-	0
124904048	LOC124904048	-	0
124904049	LOC124904049	-	0
124904050	LOC124904050	-	0
124904051	LOC124904051	-	0
124904052	LOC124904052	-	0
124904053	LOC124904053	-	0
124904054	LOC124904054	-	0
124904055	LOC124904055	-	0
124904056	LOC124904056	-	0
124904057	LOC124904057	-	0
124904058	LOC124904058	-	0
124904059	LOC124904059	-	0
124904060	LOC124904060	-	0
124904061	LOC124904061	-	0
124904062	LOC124904062	-	0
124904063	LOC124904063	-	0
124904064	LOC124904064	-	0
124904065	LOC124904065	-	0
124904066	LOC124904066	-	0
124904067	LOC124904067	-	0
124904068	LOC124904068	-	0
124904069	LOC124904069	-	0
124904070	LOC124904070	-	0
124904071	LOC124904071	-	0
124904072	LOC124904072	-	0
124904073	LOC124904073	-	0
124904074	LOC124904074	-	0
124904075	LOC124904075	-	0
124904076	LOC124904076	-	0
124904077	LOC124904077	-	0
124904078	LOC124904078	-	0
124904079	LOC124904079	-	0
124904080	LOC124904080	-	0
124904081	LOC124904081	-	0
124904082	LOC124904082	-	0
124904083	LOC124904083	-	0
124904084	LOC124904084	-	0
124904085	LOC124904085	-	0
124904086	LOC124904086	-	0
124904087	LOC124904087	-	0
124904088	LOC124904088	-	0
124904089	LOC124904089	-	0
124904090	LOC124904090	-	0
124904091	LOC124904091	-	0
124904092	LOC124904092	-	0
124904093	LOC124904093	-	0
124904094	LOC124904094	-	0
124904095	LOC124904095	-	0
124904096	LOC124904096	-	0
124904097	LOC124904097	-	0
124904098	LOC124904098	-	0
124904099	LOC124904099	-	0
124904100	LOC124904100	-	0
124904101	LOC124904101	-	0
124904102	LOC124904102	-	0
124904103	LOC124904103	-	0
124904104	LOC124904104	-	0
124904105	LOC124904105	-	0
124904106	LOC124904106	-	0
124904107	LOC124904107	-	0
124904108	LOC124904108	-	0
124904109	LOC124904109	-	0
124904111	LOC124904111	-	0
124904112	LOC124904112	-	0
124904114	LOC124904114	-	0
124904115	LOC124904115	-	0
124904116	LOC124904116	-	0
124904117	LOC124904117	-	0
124904118	LOC124904118	-	0
124904120	LOC124904120	-	0
124904121	LOC124904121	-	0
124904122	LOC124904122	-	0
124904123	LOC124904123	-	0
124904124	LOC124904124	-	0
124904125	LOC124904125	-	0
124904127	LOC124904127	-	0
124904128	LOC124904128	-	0
124904129	LOC124904129	-	0
124904130	LOC124904130	-	0
124904135	LOC124904135	-	0
124904136	LOC124904136	-	0
124904137	LOC124904137	-	0
124904138	LOC124904138	-	0
124904139	LOC124904139	-	0
124904140	LOC124904140	-	0
124904141	LOC124904141	-	0
124904142	LOC124904142	-	0
124904143	LOC124904143	-	0
124904144	LOC124904144	-	0
124904145	LOC124904145	-	0
124904146	LOC124904146	-	0
124904147	LOC124904147	-	0
124904149	LOC124904149	-	0
124904151	LOC124904151	-	0
124904157	LOC124904157	-	0
124904158	LOC124904158	-	0
124904159	LOC124904159	-	0
124904160	LOC124904160	-	0
124904161	LOC124904161	-	0
124904162	LOC124904162	-	0
124904163	LOC124904163	-	0
124904164	LOC124904164	-	0
124904165	LOC124904165	-	0
124904166	LOC124904166	-	0
124904167	LOC124904167	-	0
124904168	LOC124904168	-	0
124904169	LOC124904169	-	0
124904170	LOC124904170	-	0
124904171	LOC124904171	-	0
124904172	LOC124904172	-	0
124904173	LOC124904173	-	0
124904174	LOC124904174	-	0
124904175	LOC124904175	-	0
124904176	LOC124904176	-	0
124904177	LOC124904177	-	0
124904178	LOC124904178	-	0
124904179	LOC124904179	-	0
124904180	LOC124904180	-	0
124904181	LOC124904181	-	0
124904182	LOC124904182	-	0
124904183	LOC124904183	-	0
124904184	LOC124904184	-	0
124904185	LOC124904185	-	0
124904186	LOC124904186	-	0
124904187	LOC124904187	-	0
124904188	LOC124904188	-	0
124904189	LOC124904189	-	0
124904190	LOC124904190	-	0
124904191	LOC124904191	-	0
124904192	LOC124904192	-	0
124904193	LOC124904193	-	0
124904194	LOC124904194	-	0
124904195	LOC124904195	-	0
124904196	LOC124904196	-	0
124904197	LOC124904197	-	0
124904198	LOC124904198	-	0
124904199	LOC124904199	-	0
124904200	LOC124904200	-	0
124904201	LOC124904201	-	0
124904202	LOC124904202	-	0
124904203	LOC124904203	-	0
124904204	LOC124904204	-	0
124904205	LOC124904205	-	0
124904206	LOC124904206	-	0
124904207	LOC124904207	-	0
124904208	LOC124904208	-	0
124904209	LOC124904209	-	0
124904210	LOC124904210	-	0
124904211	LOC124904211	-	0
124904212	LOC124904212	-	0
124904213	LOC124904213	-	0
124904214	LOC124904214	-	0
124904215	LOC124904215	-	0
124904216	LOC124904216	-	0
124904217	LOC124904217	-	0
124904218	LOC124904218	-	0
124904219	LOC124904219	-	0
124904220	LOC124904220	-	0
124904221	LOC124904221	-	0
124904222	LOC124904222	-	0
124904223	LOC124904223	-	0
124904224	LOC124904224	-	0
124904225	LOC124904225	-	0
124904226	LOC124904226	-	0
124904227	LOC124904227	-	0
124904228	LOC124904228	-	0
124904229	LOC124904229	-	0
124904230	LOC124904230	-	0
124904231	LOC124904231	-	0
124904232	LOC124904232	-	0
124904233	LOC124904233	-	0
124904234	LOC124904234	-	0
124904235	LOC124904235	-	0
124904236	LOC124904236	-	0
124904237	LOC124904237	-	0
124904238	LOC124904238	-	0
124904239	LOC124904239	-	0
124904240	LOC124904240	-	0
124904241	LOC124904241	-	0
124904242	LOC124904242	-	0
124904243	LOC124904243	-	0
124904244	LOC124904244	-	0
124904245	LOC124904245	-	0
124904246	LOC124904246	-	0
124904247	LOC124904247	-	0
124904248	LOC124904248	-	0
124904249	LOC124904249	-	0
124904250	LOC124904250	-	0
124904251	LOC124904251	-	0
124904252	LOC124904252	-	0
124904253	LOC124904253	-	0
124904254	LOC124904254	-	0
124904255	LOC124904255	-	0
124904256	LOC124904256	-	0
124904257	LOC124904257	-	0
124904258	LOC124904258	-	0
124904259	LOC124904259	-	0
124904260	LOC124904260	-	0
124904261	LOC124904261	-	0
124904262	LOC124904262	-	0
124904263	LOC124904263	-	0
124904264	LOC124904264	-	0
124904265	LOC124904265	-	0
124904266	LOC124904266	-	0
124904267	LOC124904267	-	0
124904268	LOC124904268	-	0
124904269	LOC124904269	-	0
124904270	LOC124904270	-	0
124904271	LOC124904271	-	0
124904272	LOC124904272	-	0
124904273	LOC124904273	-	0
124904274	LOC124904274	-	0
124904275	LOC124904275	-	0
124904276	LOC124904276	-	0
124904277	LOC124904277	-	0
124904278	LOC124904278	-	0
124904279	LOC124904279	-	0
124904280	LOC124904280	-	0
124904281	LOC124904281	-	0
124904282	LOC124904282	-	0
124904283	LOC124904283	-	0
124904284	LOC124904284	-	0
124904285	LOC124904285	-	0
124904286	LOC124904286	-	0
124904287	LOC124904287	-	0
124904288	LOC124904288	-	0
124904289	LOC124904289	-	0
124904290	LOC124904290	-	0
124904291	LOC124904291	-	0
124904292	LOC124904292	-	0
124904293	LOC124904293	-	0
124904294	LOC124904294	-	0
124904295	LOC124904295	-	0
124904296	LOC124904296	-	0
124904297	LOC124904297	-	0
124904298	LOC124904298	-	0
124904299	LOC124904299	-	0
124904300	LOC124904300	-	0
124904301	LOC124904301	-	0
124904302	LOC124904302	-	0
124904303	LOC124904303	-	0
124904304	LOC124904304	-	0
124904305	LOC124904305	-	0
124904306	LOC124904306	-	0
124904307	LOC124904307	-	0
124904308	LOC124904308	-	0
124904309	LOC124904309	-	0
124904310	LOC124904310	-	0
124904311	LOC124904311	-	0
124904312	LOC124904312	-	0
124904313	LOC124904313	-	0
124904314	LOC124904314	-	0
124904315	LOC124904315	-	0
124904316	LOC124904316	-	0
124904317	LOC124904317	-	0
124904318	LOC124904318	-	0
124904319	LOC124904319	-	0
124904320	LOC124904320	-	0
124904321	LOC124904321	-	0
124904322	LOC124904322	-	0
124904323	LOC124904323	-	0
124904324	LOC124904324	-	0
124904325	LOC124904325	-	0
124904326	LOC124904326	-	0
124904327	LOC124904327	-	0
124904328	LOC124904328	-	0
124904329	LOC124904329	-	0
124904330	LOC124904330	-	0
124904331	LOC124904331	-	0
124904332	LOC124904332	-	0
124904333	LOC124904333	-	0
124904334	LOC124904334	-	0
124904335	LOC124904335	-	0
124904336	LOC124904336	-	0
124904337	LOC124904337	-	0
124904338	LOC124904338	-	0
124904339	LOC124904339	-	0
124904340	LOC124904340	-	0
124904341	LOC124904341	-	0
124904342	LOC124904342	-	0
124904343	LOC124904343	-	0
124904344	LOC124904344	-	0
124904345	LOC124904345	-	0
124904346	LOC124904346	-	0
124904347	LOC124904347	-	0
124904348	LOC124904348	-	0
124904349	LOC124904349	-	0
124904350	LOC124904350	-	0
124904351	LOC124904351	-	0
124904352	LOC124904352	-	0
124904353	LOC124904353	-	0
124904354	LOC124904354	-	0
124904355	LOC124904355	-	0
124904356	LOC124904356	-	0
124904357	LOC124904357	-	0
124904358	LOC124904358	-	0
124904359	LOC124904359	-	0
124904360	LOC124904360	-	0
124904362	LOC124904362	-	0
124904363	LOC124904363	-	0
124904364	LOC124904364	-	0
124904365	LOC124904365	-	0
124904366	LOC124904366	-	0
124904367	LOC124904367	-	0
124904368	LOC124904368	-	0
124904369	LOC124904369	-	0
124904370	LOC124904370	-	0
124904371	LOC124904371	-	0
124904373	LOC124904373	-	0
124904375	LOC124904375	-	0
124904378	LOC124904378	-	0
124904380	LOC124904380	-	0
124904381	LOC124904381	-	0
124904384	LOC124904384	-	0
124904385	LOC124904385	-	0
124904386	LOC124904386	-	0
124904387	LOC124904387	-	0
124904388	LOC124904388	-	0
124904389	LOC124904389	-	0
124904390	LOC124904390	-	0
124904392	LOC124904392	-	0
124904393	LOC124904393	-	0
124904394	LOC124904394	-	0
124904395	LOC124904395	-	0
124904396	LOC124904396	-	0
124904400	LOC124904400	-	0
124904401	LOC124904401	-	0
124904402	LOC124904402	-	0
124904403	LOC124904403	-	0
124904404	LOC124904404	-	0
124904405	LOC124904405	-	0
124904406	LOC124904406	-	0
124904407	LOC124904407	-	0
124904408	LOC124904408	-	0
124904409	LOC124904409	-	0
124904410	LOC124904410	-	0
124904411	LOC124904411	-	0
124904412	LOC124904412	-	0
124904413	LOC124904413	-	0
124904414	LOC124904414	-	0
124904415	LOC124904415	-	0
124904416	LOC124904416	-	0
124904417	LOC124904417	-	0
124904418	LOC124904418	-	0
124904419	LOC124904419	-	0
124904420	LOC124904420	-	0
124904421	LOC124904421	-	0
124904422	LOC124904422	-	0
124904423	LOC124904423	-	0
124904424	LOC124904424	-	0
124904425	LOC124904425	-	0
124904426	LOC124904426	-	0
124904427	LOC124904427	-	0
124904428	LOC124904428	-	0
124904429	LOC124904429	-	0
124904431	LOC124904431	-	0
124904432	LOC124904432	-	0
124904433	LOC124904433	-	0
124904434	LOC124904434	-	0
124904435	LOC124904435	-	0
124904436	LOC124904436	-	0
124904437	LOC124904437	-	0
124904438	LOC124904438	-	0
124904439	LOC124904439	env	0
124904440	LOC124904440	-	0
124904441	LOC124904441	-	0
124904442	LOC124904442	-	0
124904443	LOC124904443	-	0
124904444	LOC124904444	-	0
124904445	LOC124904445	-	0
124904446	LOC124904446	-	0
124904447	LOC124904447	-	0
124904448	LOC124904448	-	0
124904449	LOC124904449	-	0
124904450	LOC124904450	-	0
124904451	LOC124904451	-	0
124904452	LOC124904452	-	0
124904453	LOC124904453	-	0
124904454	LOC124904454	-	0
124904455	LOC124904455	-	0
124904456	LOC124904456	-	0
124904457	LOC124904457	-	0
124904458	LOC124904458	-	0
124904459	LOC124904459	-	0
124904460	LOC124904460	-	0
124904461	LOC124904461	-	0
124904462	LOC124904462	-	0
124904463	LOC124904463	-	0
124904464	LOC124904464	-	0
124904465	LOC124904465	-	0
124904466	LOC124904466	-	0
124904467	LOC124904467	-	0
124904468	LOC124904468	-	0
124904469	LOC124904469	-	0
124904470	CBSLR	-	0
124904471	LOC124904471	-	0
124904472	LOC124904472	-	0
124904473	LOC124904473	-	0
124904474	LOC124904474	-	0
124904475	LOC124904475	-	0
124904476	LOC124904476	-	0
124904477	LOC124904477	-	0
124904478	LOC124904478	-	0
124904479	LOC124904479	-	0
124904480	LOC124904480	-	0
124904481	LOC124904481	-	0
124904482	LOC124904482	-	0
124904483	LOC124904483	-	0
124904484	LOC124904484	-	0
124904485	LOC124904485	-	0
124904486	LOC124904486	-	0
124904487	LOC124904487	-	0
124904488	LOC124904488	-	0
124904490	LOC124904490	-	0
124904491	LOC124904491	-	0
124904492	LOC124904492	-	0
124904493	LOC124904493	-	0
124904494	LOC124904494	-	0
124904495	LOC124904495	-	0
124904496	LOC124904496	-	0
124904497	LOC124904497	-	0
124904498	LOC124904498	-	0
124904499	LOC124904499	-	0
124904500	LOC124904500	-	0
124904501	LOC124904501	-	0
124904502	LOC124904502	-	0
124904503	LOC124904503	-	0
124904504	LOC124904504	-	0
124904506	LOC124904506	-	0
124904507	LOC124904507	-	0
124904508	LOC124904508	-	0
124904509	LOC124904509	-	0
124904510	LOC124904510	-	0
124904511	LOC124904511	-	0
124904512	LOC124904512	-	0
124904513	LOC124904513	-	0
124904514	LOC124904514	-	0
124904515	LOC124904515	-	0
124904516	LOC124904516	-	0
124904517	LOC124904517	-	0
124904518	LOC124904518	-	0
124904519	LOC124904519	-	0
124904520	LOC124904520	-	0
124904521	LOC124904521	-	0
124904522	LOC124904522	-	0
124904523	LOC124904523	-	0
124904524	LOC124904524	-	0
124904525	LOC124904525	-	0
124904526	LOC124904526	-	0
124904527	LOC124904527	-	0
124904528	LOC124904528	-	0
124904529	LOC124904529	-	0
124904530	LOC124904530	-	0
124904531	LOC124904531	-	0
124904532	LOC124904532	-	0
124904533	LOC124904533	-	0
124904534	LOC124904534	-	0
124904535	LOC124904535	-	0
124904536	LOC124904536	-	0
124904537	LOC124904537	-	0
124904538	LOC124904538	-	0
124904539	LOC124904539	-	0
124904540	LOC124904540	-	0
124904541	LOC124904541	-	0
124904542	LOC124904542	-	0
124904543	LOC124904543	-	0
124904544	LOC124904544	-	0
124904545	LOC124904545	-	0
124904546	LOC124904546	-	0
124904547	LOC124904547	-	0
124904548	LOC124904548	-	0
124904549	LOC124904549	-	0
124904550	LOC124904550	-	0
124904551	LOC124904551	-	0
124904552	LOC124904552	-	0
124904553	LOC124904553	-	0
124904554	LOC124904554	-	0
124904555	LOC124904555	-	0
124904556	LOC124904556	-	0
124904557	LOC124904557	-	0
124904558	LOC124904558	-	0
124904559	LOC124904559	-	0
124904560	LOC124904560	-	0
124904561	LOC124904561	-	0
124904562	LOC124904562	-	0
124904563	LOC124904563	-	0
124904564	LOC124904564	-	0
124904565	LOC124904565	-	0
124904566	LOC124904566	-	0
124904567	LOC124904567	-	0
124904568	LOC124904568	-	0
124904569	LOC124904569	-	0
124904570	LOC124904570	-	0
124904571	LOC124904571	-	0
124904572	LOC124904572	-	0
124904573	LOC124904573	-	0
124904574	LOC124904574	-	0
124904575	LOC124904575	-	0
124904576	LOC124904576	-	0
124904577	LOC124904577	-	0
124904578	LOC124904578	-	0
124904579	LOC124904579	-	0
124904581	LOC124904581	-	0
124904583	LOC124904583	-	0
124904584	LOC124904584	-	0
124904588	LOC124904588	-	0
124904589	LOC124904589	-	0
124904590	LOC124904590	-	0
124904591	LOC124904591	-	0
124904592	LOC124904592	-	0
124904593	LOC124904593	-	0
124904594	LOC124904594	-	0
124904595	LOC124904595	-	0
124904596	LOC124904596	-	0
124904597	LOC124904597	-	0
124904598	LOC124904598	-	0
124904599	LOC124904599	-	0
124904600	LOC124904600	-	0
124904601	LOC124904601	-	0
124904602	LOC124904602	-	0
124904603	LOC124904603	-	0
124904604	LOC124904604	-	0
124904605	LOC124904605	-	0
124904606	LOC124904606	-	0
124904607	LOC124904607	-	0
124904608	LOC124904608	-	0
124904609	LOC124904609	-	0
124904610	LOC124904610	-	0
124904611	LOC124904611	-	0
124904612	LOC124904612	-	0
124904613	LOC124904613	-	0
124904614	LOC124904614	-	0
124904615	LOC124904615	-	0
124904616	LOC124904616	-	0
124904617	LOC124904617	-	0
124904618	LOC124904618	-	0
124904619	LOC124904619	-	0
124904620	LOC124904620	-	0
124904621	LOC124904621	-	0
124904622	LOC124904622	-	0
124904623	LOC124904623	-	0
124904624	LOC124904624	-	0
124904625	LOC124904625	-	0
124904626	LOC124904626	-	0
124904627	LOC124904627	-	0
124904628	LOC124904628	-	0
124904629	LOC124904629	-	0
124904630	LOC124904630	-	0
124904631	LOC124904631	-	0
124904632	LOC124904632	-	0
124904633	LOC124904633	-	0
124904634	LOC124904634	-	0
124904635	LOC124904635	-	0
124904636	LOC124904636	-	0
124904637	LOC124904637	-	0
124904638	LOC124904638	-	0
124904639	LOC124904639	-	0
124904642	LOC124904642	-	0
124904643	LOC124904643	-	0
124904644	LOC124904644	-	0
124904646	LOC124904646	-	0
124904647	LOC124904647	-	0
124904648	LOC124904648	-	0
124904649	LOC124904649	-	0
124904650	LOC124904650	-	0
124904651	LOC124904651	-	0
