Name	Class	Type
cg26593997	CG	CG_of_ESR1_regulated
cg01680999	CG	CG_of_ESR1_regulated
cg06773604	CG	CG_of_ESR1_regulated
cg21982518	CG	CG_of_ESR1_regulated
cg06569019	CG	CG_of_ESR1_regulated
cg06607696	CG	CG_of_ESR1_regulated
cg03325633	CG	CG_of_ESR1_regulated
cg00543632	CG	CG_of_ESR1_regulated
cg00830767	CG	CG_of_ESR1_regulated
cg03088525	CG	CG_of_ESR1_regulated
cg04669677	CG	CG_of_ESR1_regulated
cg05951521	CG	CG_of_ESR1_regulated
cg05335886	CG	CG_of_ESR1_regulated
cg04116218	CG	CG_of_ESR1_regulated
cg03760387	CG	CG_of_ESR1_regulated
cg06611874	CG	CG_of_ESR1_regulated
cg02048627	CG	CG_of_ESR1_regulated
cg27459753	CG	CG_of_ESR1_regulated
cg06945667	CG	CG_of_ESR1_regulated
cg10144719	CG	CG_of_ESR1_regulated
cg19238840	CG	CG_of_ESR1_regulated
cg08333555	CG	CG_of_ESR1_regulated
cg16745829	CG	CG_of_ESR1_regulated
cg08063194	CG	CG_of_ESR1_regulated
cg04576630	CG	CG_of_ESR1_regulated
cg00999644	CG	CG_of_ESR1_regulated
cg00334820	CG	CG_of_ESR1_regulated
cg02598978	CG	CG_of_ESR1_regulated
cg26658439	CG	CG_of_ESR1_regulated
cg26424013	CG	CG_of_ESR1_regulated
cg01626569	CG	CG_of_ESR1_regulated
cg02054479	CG	CG_of_ESR1_regulated
cg10618159	CG	CG_of_ESR1_regulated
cg02026475	CG	CG_of_ESR1_regulated
cg09343327	CG	CG_of_ESR1_regulated
cg00652027	CG	CG_of_ESR1_regulated
cg00655412	CG	CG_of_ESR1_regulated
cg03880724	CG	CG_of_ESR1_regulated
cg16538507	CG	CG_of_ESR1_regulated
cg17656040	CG	CG_of_ESR1_regulated
cg08270434	CG	CG_of_ESR1_regulated
cg16809962	CG	CG_of_ESR1_regulated
cg00205198	CG	CG_of_ESR1_regulated
cg10155261	CG	CG_of_ESR1_regulated
cg01079019	CG	CG_of_ESR1_regulated
cg01498468	CG	CG_of_ESR1_regulated
cg26862148	CG	CG_of_ESR1_regulated
cg07917978	CG	CG_of_ESR1_regulated
cg02471512	CG	CG_of_ESR1_regulated
cg00810945	CG	CG_of_ESR1_regulated
cg10491993	CG	CG_of_ESR1_regulated
cg02836479	CG	CG_of_ESR1_regulated
cg09804833	CG	CG_of_ESR1_regulated
cg21830962	CG	CG_of_ESR1_regulated
cg03031583	CG	CG_of_ESR1_regulated
cg21702497	CG	CG_of_ESR1_regulated
cg04303976	CG	CG_of_ESR1_regulated
cg10407136	CG	CG_of_ESR1_regulated
cg05228738	CG	CG_of_ESR1_regulated
cg11389773	CG	CG_of_ESR1_regulated
cg04461464	CG	CG_of_ESR1_regulated
cg10261819	CG	CG_of_ESR1_regulated
cg20350269	CG	CG_of_ESR1_regulated
cg02258482	CG	CG_of_ESR1_regulated
cg04937422	CG	CG_of_ESR1_regulated
cg26809911	CG	CG_of_ESR1_regulated
cg01375172	CG	CG_of_ESR1_regulated
cg01655607	CG	CG_of_ESR1_regulated
cg08172536	CG	CG_of_ESR1_regulated
cg10208294	CG	CG_of_ESR1_regulated
cg10692753	CG	CG_of_ESR1_regulated
cg10269081	CG	CG_of_ESR1_regulated
cg08762306	CG	CG_of_ESR1_regulated
cg05002041	CG	CG_of_ESR1_regulated
cg27568561	CG	CG_of_ESR1_regulated
cg04961445	CG	CG_of_ESR1_regulated
cg00905951	CG	CG_of_ESR1_regulated
cg02735133	CG	CG_of_ESR1_regulated
cg00795205	CG	CG_of_ESR1_regulated
cg05609864	CG	CG_of_ESR1_regulated
cg16050957	CG	CG_of_ESR1_regulated
cg05439814	CG	CG_of_ESR1_regulated
cg08083403	CG	CG_of_ESR1_regulated
cg08073142	CG	CG_of_ESR1_regulated
cg06028605	CG	CG_of_ESR1_regulated
cg08488529	CG	CG_of_ESR1_regulated
cg26734943	CG	CG_of_ESR1_regulated
cg01058931	CG	CG_of_ESR1_regulated
cg02018408	CG	CG_of_ESR1_regulated
cg24206694	CG	CG_of_ESR1_regulated
cg16752029	CG	CG_of_ESR1_regulated
cg08572679	CG	CG_of_ESR1_regulated
cg06329197	CG	CG_of_ESR1_regulated
cg10214171	CG	CG_of_ESR1_regulated
cg05729093	CG	CG_of_ESR1_regulated
cg07265549	CG	CG_of_ESR1_regulated
cg01327474	CG	CG_of_ESR1_regulated
cg05474004	CG	CG_of_ESR1_regulated
cg05538266	CG	CG_of_ESR1_regulated
cg02359899	CG	CG_of_ESR1_regulated
cg12663223	CG	CG_of_ESR1_regulated
cg04802657	CG	CG_of_ESR1_regulated
cg01459962	CG	CG_of_ESR1_regulated
cg27457698	CG	CG_of_ESR1_regulated
cg16417911	CG	CG_of_ESR1_regulated
cg14791831	CG	CG_of_ESR1_regulated
cg08305803	CG	CG_of_ESR1_regulated
cg09685060	CG	CG_of_ESR1_regulated
cg08961793	CG	CG_of_ESR1_regulated
cg00184016	CG	CG_of_ESR1_regulated
cg12360373	CG	CG_of_ESR1_regulated
cg05012983	CG	CG_of_ESR1_regulated
cg16662787	CG	CG_of_ESR1_regulated
cg08230469	CG	CG_of_ESR1_regulated
cg08335583	CG	CG_of_ESR1_regulated
cg05953552	CG	CG_of_ESR1_regulated
cg10498984	CG	CG_of_ESR1_regulated
cg05078726	CG	CG_of_ESR1_regulated
cg08524641	CG	CG_of_ESR1_regulated
cg08761264	CG	CG_of_ESR1_regulated
cg06100790	CG	CG_of_ESR1_regulated
cg07346607	CG	CG_of_ESR1_regulated
cg04653284	CG	CG_of_ESR1_regulated
cg08882774	CG	CG_of_ESR1_regulated
cg06941159	CG	CG_of_ESR1_regulated
cg26628814	CG	CG_of_ESR1_regulated
cg08940669	CG	CG_of_ESR1_regulated
cg10387405	CG	CG_of_ESR1_regulated
cg10288996	CG	CG_of_ESR1_regulated
cg04302860	CG	CG_of_ESR1_regulated
cg16441026	CG	CG_of_ESR1_regulated
cg04393675	CG	CG_of_ESR1_regulated
cg07044619	CG	CG_of_ESR1_regulated
cg27332322	CG	CG_of_ESR1_regulated
cg07558153	CG	CG_of_ESR1_regulated
cg08030851	CG	CG_of_ESR1_regulated
cg08620426	CG	CG_of_ESR1_regulated
cg04125273	CG	CG_of_ESR1_regulated
cg27141345	CG	CG_of_ESR1_regulated
cg09291817	CG	CG_of_ESR1_regulated
cg02159610	CG	CG_of_ESR1_regulated
cg04659467	CG	CG_of_ESR1_regulated
cg04660698	CG	CG_of_ESR1_regulated
cg12497007	CG	CG_of_ESR1_regulated
cg26618415	CG	CG_of_ESR1_regulated
cg05016401	CG	CG_of_ESR1_regulated
cg00139807	CG	CG_of_ESR1_regulated
cg07361580	CG	CG_of_ESR1_regulated
cg03397234	CG	CG_of_ESR1_regulated
cg04940776	CG	CG_of_ESR1_regulated
cg10258817	CG	CG_of_ESR1_regulated
cg06926254	CG	CG_of_ESR1_regulated
cg05485165	CG	CG_of_ESR1_regulated
cg01132598	CG	CG_of_ESR1_regulated
cg02170751	CG	CG_of_ESR1_regulated
cg07697850	CG	CG_of_ESR1_regulated
cg13867718	CG	CG_of_ESR1_regulated
cg02218809	CG	CG_of_ESR1_regulated
cg10705951	CG	CG_of_ESR1_regulated
cg04170460	CG	CG_of_ESR1_regulated
cg09039698	CG	CG_of_ESR1_regulated
cg04341594	CG	CG_of_ESR1_regulated
cg09769410	CG	CG_of_ESR1_regulated
cg05634052	CG	CG_of_ESR1_regulated
cg23165208	CG	CG_of_ESR1_regulated
cg04105683	CG	CG_of_ESR1_regulated
cg08020660	CG	CG_of_ESR1_regulated
cg01617018	CG	CG_of_ESR1_regulated
cg00002406	CG	CG_of_ESR1_regulated
cg10035607	CG	CG_of_ESR1_regulated
cg08420239	CG	CG_of_ESR1_regulated
cg16594066	CG	CG_of_ESR1_regulated
cg04079722	CG	CG_of_ESR1_regulated
cg00938305	CG	CG_of_ESR1_regulated
cg09438266	CG	CG_of_ESR1_regulated
cg08320059	CG	CG_of_ESR1_regulated
cg03822003	CG	CG_of_ESR1_regulated
cg00966098	CG	CG_of_ESR1_regulated
cg03859186	CG	CG_of_ESR1_regulated
cg05993488	CG	CG_of_ESR1_regulated
cg06274917	CG	CG_of_ESR1_regulated
cg04206329	CG	CG_of_ESR1_regulated
cg03021417	CG	CG_of_ESR1_regulated
cg01093319	CG	CG_of_ESR1_regulated
cg07444251	CG	CG_of_ESR1_regulated
cg02603876	CG	CG_of_ESR1_regulated
cg10236224	CG	CG_of_ESR1_regulated
cg00005306	CG	CG_of_ESR1_regulated
cg01717948	CG	CG_of_ESR1_regulated
cg06727060	CG	CG_of_ESR1_regulated
cg11455018	CG	CG_of_ESR1_regulated
cg01792666	CG	CG_of_ESR1_regulated
cg10160612	CG	CG_of_ESR1_regulated
cg09921707	CG	CG_of_ESR1_regulated
cg03434385	CG	CG_of_ESR1_regulated
cg14060906	CG	CG_of_ESR1_regulated
cg08405844	CG	CG_of_ESR1_regulated
cg02490453	CG	CG_of_ESR1_regulated
cg02487629	CG	CG_of_ESR1_regulated
cg02426071	CG	CG_of_ESR1_regulated
cg07405426	CG	CG_of_ESR1_regulated
cg10277268	CG	CG_of_ESR1_regulated
cg07697672	CG	CG_of_ESR1_regulated
cg02889617	CG	CG_of_ESR1_regulated
cg09529296	CG	CG_of_ESR1_regulated
cg02025827	CG	CG_of_ESR1_regulated
cg10917602	CG	CG_of_ESR1_regulated
cg20010135	CG	CG_of_ESR1_regulated
cg18160978	CG	CG_of_ESR1_regulated
cg02818790	CG	CG_of_ESR1_regulated
cg09324016	CG	CG_of_ESR1_regulated
cg01996304	CG	CG_of_ESR1_regulated
cg07794237	CG	CG_of_ESR1_regulated
cg03429475	CG	CG_of_ESR1_regulated
cg05135523	CG	CG_of_ESR1_regulated
cg06225983	CG	CG_of_ESR1_regulated
cg08549216	CG	CG_of_ESR1_regulated
cg26675395	CG	CG_of_ESR1_regulated
cg14301190	CG	CG_of_ESR1_regulated
cg06921259	CG	CG_of_ESR1_regulated
cg16422137	CG	CG_of_ESR1_regulated
cg02960150	CG	CG_of_ESR1_regulated
cg27196129	CG	CG_of_ESR1_regulated
cg06156849	CG	CG_of_ESR1_regulated
cg01167628	CG	CG_of_ESR1_regulated
cg27034568	CG	CG_of_ESR1_regulated
cg04508884	CG	CG_of_ESR1_regulated
cg06258593	CG	CG_of_ESR1_regulated
cg09147400	CG	CG_of_ESR1_regulated
cg05311589	CG	CG_of_ESR1_regulated
cg01832935	CG	CG_of_ESR1_regulated
cg05387963	CG	CG_of_ESR1_regulated
cg26488170	CG	CG_of_ESR1_regulated
cg04762034	CG	CG_of_ESR1_regulated
cg02364831	CG	CG_of_ESR1_regulated
cg09495939	CG	CG_of_ESR1_regulated
cg09744766	CG	CG_of_ESR1_regulated
cg27158636	CG	CG_of_ESR1_regulated
cg09147843	CG	CG_of_ESR1_regulated
cg00011284	CG	CG_of_ESR1_regulated
cg02119764	CG	CG_of_ESR1_regulated
cg26695784	CG	CG_of_ESR1_regulated
cg05617551	CG	CG_of_ESR1_regulated
cg00253658	CG	CG_of_ESR1_regulated
cg26681628	CG	CG_of_ESR1_regulated
cg27057022	CG	CG_of_ESR1_regulated
cg24662961	CG	CG_of_ESR1_regulated
cg03999372	CG	CG_of_ESR1_regulated
cg27228168	CG	CG_of_ESR1_regulated
cg01823414	CG	CG_of_ESR1_regulated
cg06523948	CG	CG_of_ESR1_regulated
cg06663317	CG	CG_of_ESR1_regulated
cg07087018	CG	CG_of_ESR1_regulated
cg10057614	CG	CG_of_ESR1_regulated
cg22136326	CG	CG_of_ESR1_regulated
cg04519918	CG	CG_of_ESR1_regulated
cg05340597	CG	CG_of_ESR1_regulated
cg15528085	CG	CG_of_ESR1_regulated
cg05825158	CG	CG_of_ESR1_regulated
cg05328960	CG	CG_of_ESR1_regulated
cg27333274	CG	CG_of_ESR1_regulated
cg26596307	CG	CG_of_ESR1_regulated
cg27404181	CG	CG_of_ESR1_regulated
cg01773760	CG	CG_of_ESR1_regulated
cg01152986	CG	CG_of_ESR1_regulated
cg01840459	CG	CG_of_ESR1_regulated
cg06489289	CG	CG_of_ESR1_regulated
cg08398034	CG	CG_of_ESR1_regulated
cg05713294	CG	CG_of_ESR1_regulated
cg27168900	CG	CG_of_ESR1_regulated
cg10200312	CG	CG_of_ESR1_regulated
cg12513308	CG	CG_of_ESR1_regulated
cg06014631	CG	CG_of_ESR1_regulated
cg21610192	CG	CG_of_ESR1_regulated
cg08878263	CG	CG_of_ESR1_regulated
cg07751266	CG	CG_of_ESR1_regulated
cg15301525	CG	CG_of_ESR1_regulated
cg01574414	CG	CG_of_ESR1_regulated
cg02072114	CG	CG_of_ESR1_regulated
cg12960248	CG	CG_of_ESR1_regulated
cg10458876	CG	CG_of_ESR1_regulated
cg06561044	CG	CG_of_ESR1_regulated
cg06963132	CG	CG_of_ESR1_regulated
cg04992326	CG	CG_of_ESR1_regulated
cg26260967	CG	CG_of_ESR1_regulated
cg05184917	CG	CG_of_ESR1_regulated
cg13665184	CG	CG_of_ESR1_regulated
cg00466873	CG	CG_of_ESR1_regulated
cg05567709	CG	CG_of_ESR1_regulated
cg06703304	CG	CG_of_ESR1_regulated
cg04528069	CG	CG_of_ESR1_regulated
cg24654547	CG	CG_of_ESR1_regulated
cg21348691	CG	CG_of_ESR1_regulated
cg00805320	CG	CG_of_ESR1_regulated
cg05510337	CG	CG_of_ESR1_regulated
cg27217214	CG	CG_of_ESR1_regulated
cg21954346	CG	CG_of_ESR1_regulated
cg06962442	CG	CG_of_ESR1_regulated
cg07273125	CG	CG_of_ESR1_regulated
cg03987842	CG	CG_of_ESR1_regulated
cg09779635	CG	CG_of_ESR1_regulated
cg19328639	CG	CG_of_ESR1_regulated
cg26561196	CG	CG_of_ESR1_regulated
cg06089844	CG	CG_of_ESR1_regulated
cg26492318	CG	CG_of_ESR1_regulated
cg26796563	CG	CG_of_ESR1_regulated
cg21918026	CG	CG_of_ESR1_regulated
cg09175928	CG	CG_of_ESR1_regulated
cg00894222	CG	CG_of_ESR1_regulated
cg06745885	CG	CG_of_ESR1_regulated
cg02477175	CG	CG_of_ESR1_regulated
cg01043196	CG	CG_of_ESR1_regulated
cg06329807	CG	CG_of_ESR1_regulated
cg02972257	CG	CG_of_ESR1_regulated
cg01231543	CG	CG_of_ESR1_regulated
cg00677334	CG	CG_of_ESR1_regulated
cg16739895	CG	CG_of_ESR1_regulated
cg11255163	CG	CG_of_ESR1_regulated
cg23989635	CG	CG_of_ESR1_regulated
cg08051386	CG	CG_of_ESR1_regulated
cg12265604	CG	CG_of_ESR1_regulated
cg03851155	CG	CG_of_ESR1_regulated
cg03998598	CG	CG_of_ESR1_regulated
cg23445511	CG	CG_of_ESR1_regulated
cg04128145	CG	CG_of_ESR1_regulated
cg08809979	CG	CG_of_ESR1_regulated
cg04391736	CG	CG_of_ESR1_regulated
cg08836861	CG	CG_of_ESR1_regulated
cg05006942	CG	CG_of_ESR1_regulated
cg16378003	CG	CG_of_ESR1_regulated
cg04494791	CG	CG_of_ESR1_regulated
cg09594067	CG	CG_of_ESR1_regulated
cg08164529	CG	CG_of_ESR1_regulated
cg07006158	CG	CG_of_ESR1_regulated
cg14357669	CG	CG_of_ESR1_regulated
cg07260739	CG	CG_of_ESR1_regulated
cg02672936	CG	CG_of_ESR1_regulated
cg09881917	CG	CG_of_ESR1_regulated
cg08815320	CG	CG_of_ESR1_regulated
cg06982530	CG	CG_of_ESR1_regulated
cg05408370	CG	CG_of_ESR1_regulated
cg17681818	CG	CG_of_ESR1_regulated
cg06134690	CG	CG_of_ESR1_regulated
cg08232380	CG	CG_of_ESR1_regulated
cg27626318	CG	CG_of_ESR1_regulated
cg02560808	CG	CG_of_ESR1_regulated
cg20744809	CG	CG_of_ESR1_regulated
cg26522244	CG	CG_of_ESR1_regulated
cg10177647	CG	CG_of_ESR1_regulated
cg16385703	CG	CG_of_ESR1_regulated
cg04398916	CG	CG_of_ESR1_regulated
cg03925497	CG	CG_of_ESR1_regulated
cg19819571	CG	CG_of_ESR1_regulated
cg16503601	CG	CG_of_ESR1_regulated
cg02686533	CG	CG_of_ESR1_regulated
cg01804696	CG	CG_of_ESR1_regulated
cg05741182	CG	CG_of_ESR1_regulated
cg00729269	CG	CG_of_ESR1_regulated
cg03948536	CG	CG_of_ESR1_regulated
cg03214730	CG	CG_of_ESR1_regulated
cg26471781	CG	CG_of_ESR1_regulated
cg00676934	CG	CG_of_ESR1_regulated
cg07666734	CG	CG_of_ESR1_regulated
cg00504756	CG	CG_of_ESR1_regulated
cg26627568	CG	CG_of_ESR1_regulated
cg20957193	CG	CG_of_ESR1_regulated
cg08761535	CG	CG_of_ESR1_regulated
cg03485667	CG	CG_of_ESR1_regulated
cg09490523	CG	CG_of_ESR1_regulated
cg04384112	CG	CG_of_ESR1_regulated
cg03993687	CG	CG_of_ESR1_regulated
cg02172824	CG	CG_of_ESR1_regulated
cg09270247	CG	CG_of_ESR1_regulated
cg05980719	CG	CG_of_ESR1_regulated
cg08632659	CG	CG_of_ESR1_regulated
cg09350548	CG	CG_of_ESR1_regulated
cg07732115	CG	CG_of_ESR1_regulated
cg02560638	CG	CG_of_ESR1_regulated
cg27555479	CG	CG_of_ESR1_regulated
cg09424398	CG	CG_of_ESR1_regulated
cg06231882	CG	CG_of_ESR1_regulated
cg09604725	CG	CG_of_ESR1_regulated
cg05473287	CG	CG_of_ESR1_regulated
cg20567721	CG	CG_of_ESR1_regulated
cg06763588	CG	CG_of_ESR1_regulated
cg07629951	CG	CG_of_ESR1_regulated
cg04813834	CG	CG_of_ESR1_regulated
cg00908027	CG	CG_of_ESR1_regulated
cg10187479	CG	CG_of_ESR1_regulated
cg07499673	CG	CG_of_ESR1_regulated
cg04594378	CG	CG_of_ESR1_regulated
cg03113038	CG	CG_of_ESR1_regulated
cg01826117	CG	CG_of_ESR1_regulated
cg07844518	CG	CG_of_ESR1_regulated
cg06601071	CG	CG_of_ESR1_regulated
cg02479497	CG	CG_of_ESR1_regulated
cg22981125	CG	CG_of_ESR1_regulated
cg07193666	CG	CG_of_ESR1_regulated
cg03259887	CG	CG_of_ESR1_regulated
cg27065717	CG	CG_of_ESR1_regulated
cg01727408	CG	CG_of_ESR1_regulated
cg05162456	CG	CG_of_ESR1_regulated
cg08861369	CG	CG_of_ESR1_regulated
cg09480190	CG	CG_of_ESR1_regulated
cg07897180	CG	CG_of_ESR1_regulated
cg06365992	CG	CG_of_ESR1_regulated
cg11888757	CG	CG_of_ESR1_regulated
cg02603868	CG	CG_of_ESR1_regulated
cg10293354	CG	CG_of_ESR1_regulated
cg05710032	CG	CG_of_ESR1_regulated
cg16372825	CG	CG_of_ESR1_regulated
cg26982544	CG	CG_of_ESR1_regulated
cg03850117	CG	CG_of_ESR1_regulated
cg01325188	CG	CG_of_ESR1_regulated
cg27587141	CG	CG_of_ESR1_regulated
cg01095004	CG	CG_of_ESR1_regulated
cg06867482	CG	CG_of_ESR1_regulated
cg09774204	CG	CG_of_ESR1_regulated
cg16783204	CG	CG_of_ESR1_regulated
cg02893550	CG	CG_of_ESR1_regulated
cg02505676	CG	CG_of_ESR1_regulated
cg04845821	CG	CG_of_ESR1_regulated
cg06441001	CG	CG_of_ESR1_regulated
cg07511934	CG	CG_of_ESR1_regulated
cg07708487	CG	CG_of_ESR1_regulated
cg27131667	CG	CG_of_ESR1_regulated
cg08672296	CG	CG_of_ESR1_regulated
cg27410700	CG	CG_of_ESR1_regulated
cg17576316	CG	CG_of_ESR1_regulated
cg21285383	CG	CG_of_ESR1_regulated
cg03388025	CG	CG_of_ESR1_regulated
cg16769976	CG	CG_of_ESR1_regulated
cg08597019	CG	CG_of_ESR1_regulated
cg27400746	CG	CG_of_ESR1_regulated
cg14808521	CG	CG_of_ESR1_regulated
cg10318443	CG	CG_of_ESR1_regulated
cg10821044	CG	CG_of_ESR1_regulated
cg26638003	CG	CG_of_ESR1_regulated
cg01896926	CG	CG_of_ESR1_regulated
cg08034867	CG	CG_of_ESR1_regulated
cg25299176	CG	CG_of_ESR1_regulated
cg21287519	CG	CG_of_ESR1_regulated
cg26988800	CG	CG_of_ESR1_regulated
cg05188158	CG	CG_of_ESR1_regulated
cg16613143	CG	CG_of_ESR1_regulated
cg15425530	CG	CG_of_ESR1_regulated
cg18013303	CG	CG_of_ESR1_regulated
cg15083158	CG	CG_of_ESR1_regulated
cg26932976	CG	CG_of_ESR1_regulated
cg17119387	CG	CG_of_ESR1_regulated
cg26604214	CG	CG_of_ESR1_regulated
cg21292067	CG	CG_of_ESR1_regulated
cg18906596	CG	CG_of_ESR1_regulated
cg06961093	CG	CG_of_ESR1_regulated
cg18374708	CG	CG_of_ESR1_regulated
cg27007178	CG	CG_of_ESR1_regulated
cg26733385	CG	CG_of_ESR1_regulated
cg09766628	CG	CG_of_ESR1_regulated
cg22664368	CG	CG_of_ESR1_regulated
cg02208506	CG	CG_of_ESR1_regulated
cg03793199	CG	CG_of_ESR1_regulated
cg02111792	CG	CG_of_ESR1_regulated
cg22265110	CG	CG_of_ESR1_regulated
cg00021128	CG	CG_of_ESR1_regulated
cg27373627	CG	CG_of_ESR1_regulated
cg07028284	CG	CG_of_ESR1_regulated
cg20495019	CG	CG_of_ESR1_regulated
cg06476034	CG	CG_of_ESR1_regulated
cg10607640	CG	CG_of_ESR1_regulated
cg21881434	CG	CG_of_ESR1_regulated
cg13248847	CG	CG_of_ESR1_regulated
cg14438174	CG	CG_of_ESR1_regulated
cg25256661	CG	CG_of_ESR1_regulated
cg24494412	CG	CG_of_ESR1_regulated
cg00731948	CG	CG_of_ESR1_regulated
cg16879549	CG	CG_of_ESR1_regulated
cg22748698	CG	CG_of_ESR1_regulated
cg03158666	CG	CG_of_ESR1_regulated
cg03407547	CG	CG_of_ESR1_regulated
cg10353436	CG	CG_of_ESR1_regulated
cg05038977	CG	CG_of_ESR1_regulated
cg02842899	CG	CG_of_ESR1_regulated
cg08119584	CG	CG_of_ESR1_regulated
cg22695339	CG	CG_of_ESR1_regulated
cg00066663	CG	CG_of_ESR1_regulated
cg23987336	CG	CG_of_ESR1_regulated
cg07840332	CG	CG_of_ESR1_regulated
cg06726167	CG	CG_of_ESR1_regulated
cg09820557	CG	CG_of_ESR1_regulated
cg12920094	CG	CG_of_ESR1_regulated
cg03163302	CG	CG_of_ESR1_regulated
cg10218000	CG	CG_of_ESR1_regulated
cg00011924	CG	CG_of_ESR1_regulated
cg02172028	CG	CG_of_ESR1_regulated
cg07114544	CG	CG_of_ESR1_regulated
cg13408776	CG	CG_of_ESR1_regulated
cg26621046	CG	CG_of_ESR1_regulated
cg26751588	CG	CG_of_ESR1_regulated
cg18448906	CG	CG_of_ESR1_regulated
cg05090851	CG	CG_of_ESR1_regulated
cg01286555	CG	CG_of_ESR1_regulated
cg27351675	CG	CG_of_ESR1_regulated
cg24668364	CG	CG_of_ESR1_regulated
cg25745651	CG	CG_of_ESR1_regulated
cg25692892	CG	CG_of_ESR1_regulated
cg02234479	CG	CG_of_ESR1_regulated
cg19179603	CG	CG_of_ESR1_regulated
cg01501135	CG	CG_of_ESR1_regulated
cg03164761	CG	CG_of_ESR1_regulated
cg25564901	CG	CG_of_ESR1_regulated
cg09134682	CG	CG_of_ESR1_regulated
cg15055494	CG	CG_of_ESR1_regulated
cg12246564	CG	CG_of_ESR1_regulated
cg05390018	CG	CG_of_ESR1_regulated
cg02975142	CG	CG_of_ESR1_regulated
cg06796825	CG	CG_of_ESR1_regulated
cg21735093	CG	CG_of_ESR1_regulated
cg04820773	CG	CG_of_ESR1_regulated
cg01758672	CG	CG_of_ESR1_regulated
cg04324276	CG	CG_of_ESR1_regulated
cg17181158	CG	CG_of_ESR1_regulated
cg03211199	CG	CG_of_ESR1_regulated
cg19749257	CG	CG_of_ESR1_regulated
cg01461856	CG	CG_of_ESR1_regulated
cg02930419	CG	CG_of_ESR1_regulated
cg04384031	CG	CG_of_ESR1_regulated
cg11212901	CG	CG_of_ESR1_regulated
cg19876361	CG	CG_of_ESR1_regulated
cg07487925	CG	CG_of_ESR1_regulated
cg00123800	CG	CG_of_ESR1_regulated
cg14116624	CG	CG_of_ESR1_regulated
cg15710971	CG	CG_of_ESR1_regulated
cg19383689	CG	CG_of_ESR1_regulated
cg25818522	CG	CG_of_ESR1_regulated
cg08706258	CG	CG_of_ESR1_regulated
cg24185397	CG	CG_of_ESR1_regulated
cg00275557	CG	CG_of_ESR1_regulated
cg17456644	CG	CG_of_ESR1_regulated
cg18303242	CG	CG_of_ESR1_regulated
cg24352971	CG	CG_of_ESR1_regulated
cg04482943	CG	CG_of_ESR1_regulated
cg02169125	CG	CG_of_ESR1_regulated
cg15247372	CG	CG_of_ESR1_regulated
cg12244544	CG	CG_of_ESR1_regulated
cg04974640	CG	CG_of_ESR1_regulated
cg25356504	CG	CG_of_ESR1_regulated
cg23943476	CG	CG_of_ESR1_regulated
cg20271602	CG	CG_of_ESR1_regulated
cg03264464	CG	CG_of_ESR1_regulated
cg14500255	CG	CG_of_ESR1_regulated
cg16403854	CG	CG_of_ESR1_regulated
cg19865134	CG	CG_of_ESR1_regulated
cg19789473	CG	CG_of_ESR1_regulated
cg20029153	CG	CG_of_ESR1_regulated
cg19816560	CG	CG_of_ESR1_regulated
cg07939768	CG	CG_of_ESR1_regulated
cg21583412	CG	CG_of_ESR1_regulated
cg05649885	CG	CG_of_ESR1_regulated
cg06376598	CG	CG_of_ESR1_regulated
cg08664652	CG	CG_of_ESR1_regulated
cg18900838	CG	CG_of_ESR1_regulated
cg19098314	CG	CG_of_ESR1_regulated
cg20572882	CG	CG_of_ESR1_regulated
cg19761014	CG	CG_of_ESR1_regulated
cg07532245	CG	CG_of_ESR1_regulated
cg20368567	CG	CG_of_ESR1_regulated
cg24482496	CG	CG_of_ESR1_regulated
cg21197361	CG	CG_of_ESR1_regulated
cg19789848	CG	CG_of_ESR1_regulated
cg21640994	CG	CG_of_ESR1_regulated
cg15546842	CG	CG_of_ESR1_regulated
cg17582259	CG	CG_of_ESR1_regulated
cg11221508	CG	CG_of_ESR1_regulated
cg06069179	CG	CG_of_ESR1_regulated
cg21870038	CG	CG_of_ESR1_regulated
cg18710162	CG	CG_of_ESR1_regulated
cg05032848	CG	CG_of_ESR1_regulated
cg18603466	CG	CG_of_ESR1_regulated
cg14330853	CG	CG_of_ESR1_regulated
cg11295144	CG	CG_of_ESR1_regulated
cg23202316	CG	CG_of_ESR1_regulated
cg19223675	CG	CG_of_ESR1_regulated
cg16296356	CG	CG_of_ESR1_regulated
cg16629942	CG	CG_of_ESR1_regulated
cg12601400	CG	CG_of_ESR1_regulated
cg00021527	CG	CG_of_ESR1_regulated
cg11830880	CG	CG_of_ESR1_regulated
cg04578738	CG	CG_of_ESR1_regulated
cg08867439	CG	CG_of_ESR1_regulated
cg11723896	CG	CG_of_ESR1_regulated
cg10437722	CG	CG_of_ESR1_regulated
cg02102644	CG	CG_of_ESR1_regulated
cg10072078	CG	CG_of_ESR1_regulated
cg27218536	CG	CG_of_ESR1_regulated
cg21012979	CG	CG_of_ESR1_regulated
cg11691635	CG	CG_of_ESR1_regulated
cg21250756	CG	CG_of_ESR1_regulated
cg17432061	CG	CG_of_ESR1_regulated
cg10213328	CG	CG_of_ESR1_regulated
cg06967524	CG	CG_of_ESR1_regulated
cg23823134	CG	CG_of_ESR1_regulated
cg05085565	CG	CG_of_ESR1_regulated
cg05030651	CG	CG_of_ESR1_regulated
cg15526387	CG	CG_of_ESR1_regulated
cg12477119	CG	CG_of_ESR1_regulated
cg27544759	CG	CG_of_ESR1_regulated
cg26279814	CG	CG_of_ESR1_regulated
cg12424509	CG	CG_of_ESR1_regulated
